-0.0,0.578860056625141,0.038849131104709674,0.017275405384387252,0.05116372541562608,0.07701722706515982,-4.967933324963251,0.0
-0.0,-0.0,-1.994164478642191,-0.4504173276014686,-0.42556179878214506,-0.0357079341322253,-55.530016071818494,-24.32246845197888
-0.0,0.0,-0.0,-0.018408587185123608,0.006446941634199924,0.009000303901706188,-5.781594823131752,1.1482525222316327
-0.0,0.0,0.0,-0.0,0.06777664006247766,0.005500043882223434,-2.015171124368122,1.4472254066145445
-0.0,0.0,-0.0,-0.0,-0.0,0.004202736679821827,-3.590368016060166,0.497709349435954
-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.3243598170484767
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
0.0,0.20449383244483688,0.044968835475621916,0.011165917559357183,0.025700647072581462,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
0.0,0.09959734796617528,-0.05992764900303968,-0.08256464935994723,-0.05349519033349867,0.0,0.0,-0.4201218418642984
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
